    0    0    0   17   44   44   59   31   98    0    0    0    0   52   68    0   42   53   68    0    0    0   62   38    0   36   26    0   72   56    0    0    0    0   33    0   63    0    0   43   78   43    0   62   24    0   42    0   41    0   41    0    0   79   23    0    0    0   90    0   52   66    0   69    0   48    0    0    0    0    0   31    0    0   65   40   33    0   66    0    0    0   80    0   62   59   66    0   49    0   32   28    0    0   92    0   35    0    0    0   17    0    0    0   16    0   49   46   49    0   44   60    0    0    6   36    0   42    0   60    0   44   30   34   29   30   59   63   41   67   53   62   25    0   27    0    0    0    0   31   77   29   55    0   88   13   36    0    0   61    0    0    0   42   16    0    0    0    0    0   74   37   59    0   18   38    0   63   76    0    0   79   63   66   36   82   46   52    0   70    0    0   82    0    0    0    0    0   30    0   67    0   33    0   24    0    0    0    0    0    0   45   20   40    0   48    0    0    0    0    0   51   51    0    0   84   72    0   62   37    0    0   26    0   59   72    0    0    0    0    0   65    0    4    0    0   45    0    0    0    0    0   57    0    0    0    0   39   38    0    0    0    0    0    0   17    0   36   77    0   40   87   86    0   69    0    0    0   42   41   62   84    0   47    0    0    0    0   43   44   20    0   41    0    0   45    0   62   31    0    0   85    0    0   36    0    0   38   37   43    0    0    0   54    0    0    0    0    0   54    0    0    0    0    0   92    0    0    0    0    0   46    0   64   54    0    0   91    0    0    0   46    0    0   52    0   35    0   27    0   69   70    0    0   40   67   78    0    0   53   83    0    0    0   68    0    0    0    0   78   82   44   76   63    0   40    0    0    5   92   76    0   49    0    0    0   45    0    0   58   24    0    0   22    0    0   67   16   47    0    0    0   43    0   46    0   58   59   71    0   18    0    0   27   64   25   54    0   16    0    0    0   50   55    0    0    0    0   54   43   53    0    0    0   45    0    0    0    0   73   47    0    0    0    0    0   53    0    0   42    0    0    0   26    1    0    0    0    0   38   57    8   18   81   44   44   34   97   26   87   62    0   63    0    0    0    0   30   48    0    0    0    0   70   75    0   71    0    0    0    0    0    0   72   12   21    0   21    0   44   34    0    0    0   49   59    0    0   78    0
   51   66   75   38    0   65    0   44   26    0   51    0   82   37   70    0   46    0   72    0    0   51    0    0    0    0   60    2   33    0   43   69   79   68    0    0    0    0    0    0    1   69    0   63    0    0   48    0   79   60    0    0   42   55    0   50    0   54    0   56   58    0    0   44    0    0   26   43   10    0   37   22    0   15   65   54    0    0   59    0    0   11    0   52    0    0   56   33    0   53    0   64   61   80    0   34   54   18    0   60   63    0    0    0   44    0   51   44    0   50    0    0    0   66    0    0    0   30   56    0   81    0    0    0   58   55    0   41   41    0    0    0   75    0    0   52    0   43   42    0   97   66    0   36   22   63    0    0    0    0   35    0    0    0    0    0   61    0    0   42    0   44   42   69    0   34   29   52    0    0    0    0   42    0    0    0    0    0   30    0    0    0    0    0    0    0    0    0    0    0   71   59    0    0   28   54    0   74    0   28    0    0    0    0   71   67    0    0    0    0    0   87    0   35   47   40   63   36    0   52   38    0   69   46    0   63   56   79    0    0    0   60    0   55    0    0   41    0    0    0    0    0   49    0   67   43   49    0    0   96    0   62   21    0    0    0    0   71    0   65   58    0    0   58   63    0   70    0   66    0   46    0    0   45   65   47   37   61   56   66   20   70   75   51   66    0   55   65   91    0   59    0    0   73    0    0   53   35    0    0    0   61    0   50    0   57    0   68    0   15   40    0    0    0   72    0    0   24   50   35   70    0    0   27   48    0   54    0    0    0   44   33   38    0    0   41   65    0    0    0   24    0   32   51    0   68    0    0   42    0    0   60   25   70   39   54   73    0    0   26    0    0   88    0   43    0   53   87   40    0   14   24   82   20    0    0    0   44   44   58    0   64   59    0    0    0    0    0   25    0   71   42   39   51    0    0    0    0    0   36   37    0   55    0    0   86   71    0    0    0   48   22   50    0   57    0    0   49   18    0   57   47   78   69    0   62   55    0    0    0    0    0   77   54    0    0    0    0    0   67    0    0   45   54   75    0    0   58   64    0    0   59   43    0    0    0   40    0   80    0    0   16    0    0    0    0    0    0   48    0   56    0   14    0    0    0    0    5    0   57    0    0   51    0   59   17    0   50    0    0   73    0    0   36   39    0   65    0    0    0
   43   55    0    0   79    0   37    0   61   48   91   21    0    0    0   71   35    0    0    0    0   45    0    0    0   60   48   63   80    0   17   80    0    0   53    0   32   60    0   36   64   77    0    0   68   45   97   96    0   50    0   43   76    0    0   52   56    0   33    0    0   35    0    0   27    0   47    0   19    0    0    0    0   33   48    0    0   64    9   48    0    0   73   65   41   60    0    0   32   44   65   42    0   73    0    0   66   33   57    0   38   43    1   45    0   75    0   32   27    0    0    0   85    0    0    0   73    0    0   47    1   75   39    0    0    0    0    0   69   68    0    0   29   30   52   42   48   10   49    0    0    0    0    0   46   50    0    0    0   65   37   43    0   69   37    0   36    0    0   58    0    0    0    0    0    0    0   60    0    0   52   36    0    0    0   41    0   67   41    0    0   78    0   39    0    0   61   48   63   95   71    0    0    0    0   11    0   53    0   38    0   74   41   15    0   49   34    0    0    0   59    0   84   45   57    0    0    0    0    0    0    0   70    0    0   39   64   62    0   78    0    0   64    0   18   52    0   85   81    0    0   23    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   30   34    0   42   81   60    0    0    0    0   56   49   52    0   30   11   66    0    0   35    0    0    0    0   76   37    0   72    0    0   93    0    0   59   61    0    0   36   53    0    0   80    0    0   89   54    0   59   53   74   42   57   57    0   43    0    0   84    0    0   35   76   13    4   52   55    0   30    0    0    0   53   84    0   79    0    0    0    0    0   81   76   49   50   50    0    0    0   54   13    0    0    0   61   95    0    0    0    0    0   42    0   29   70   20   40    0    0    0    0    0   75    0    0    0   35    0    0   55   36   40    0    0    0    0    0    0    0   62   48    0    0    0   52   16    0    0    0    0   48   56   45    0   46   53    0    0    0   33    0    0    0   60    0   22   25    0   65    0   28    0   65    0    0    0    0   34   59    0   46   79   11    0    0   59    0    0    0    0    0   37   32   58   24    0   32   21    0    0    0   61   68   40    0    0   27    0    0    0   62    0    0    0   36   53    0   66   43    0   37   21   45    0    0    0   57   68    0   55    0    0    0    0   54   40    0   38    0    0   90   41    0   51    0   48    0   33   54   45   15   60   37   47
    0   35   27    0    0   86   44   34    0    0    0    0   64   26   67   39   62    0    0    0   21   66    0    0   61    0    0    0    0    0    0    0    0   64   76    0    0   52    0    0    0   53    0   40    0    0    0   46   65    0    0    0   28    0   54    0    0    0    0    0   65    0   58   16    0   45    0   49    0   64   70    0   24    0   79   35   29   57   46   43   60    0   34    0   70    0    0    0    0   68   52   47   60   21    0  108   45   76   80   47   67    0   85    0    0    0    0   51    0   43   83   51    0   14    0   49    0   34    0    0   46   56    0    0   62   60   49   68    0   32   69    0   47    0   45    0   64   55    0   90   79    0    0   51    0    0   74   77   57    0   49   71   43   73    0    0   35   67    0    0    0    0    0   42    0   80    0   67   71   74    0    0   19    0    0   38   13   92   74   18   21    0    0    0    0    0   90    0   60    0   72   91    0   58   64    0   50    0    0   83   30   28    0   64    0    0    0    0    0   80   80    0   27   44    0   28    0    0   79    0   43   84   34    0    0    0    0    0   40   74   42    0   63   46    0   59   53   94    0    0    0    0   59   38    0    0   82    0   18    0   64   45    0    0    0   14   42    0   35  100   56   25   54   26   37    0   90   32    0    0    0    0    0   51    0   50   67    0   40   91   79   60   51   54   46   55   69    0    0    0  102    0   46   63    0    0   40   79   57   57   69    0   21   43    0    0   59    0    0   90   22   50    0   46   52    0    0    0   57   59   47   18   78    0    0   31   64    0    0    0   53   10    0   60   22   59   52    0   24   47    0   36    0   37    0    0   26    0   72    0   55   75    0    0   51   54   24   61   40    0   39    0   43   45   53   32   47    0    0   48    0   30   68   77   67   39   55    0    0   40   49    0    0    0    0   40    0   32   15   62   81   79    0    0    0    0    0    0    0   51   64   26    0    0    0    0   70    0    0   32   63   28   82    0    0   10  104    0   59   24   78    0    0    0   52    0   60    0    0   54    0   83    0   80    0   41    0    0    0   41   47   55   66    0   71    0   39   57    0    0   66   40    7    0   55    0    0    0    0   67   68    0    0   89   72   42    0    0    0   39    0   19   38    0   24   23    0    0    0    0    0   48    0    0   25   76   57    0    0   30    0   36    0    0   49    0    0   66    0    0
   21    0    1    0   29    0   44    0    0    0    0   46   22    0   61   52   63    0    0    0    0   63    0   61   39   54   33   45    0   73    0   73    1    0    0   59   69   32    0    0   72   43   68   73    0   49    0    0    0    0    0   61    0    0    0   44   47   21   52   22   43   32   30   27   51    0   70   77    0    0   67    0    0   39    0    0    0   42   62    0    0    0    0    0    0    0   17   38    0   85    0   32    0    0    0   74    0   58    0    0    0   77   47    0    0    0   67    0   54   68    0    0    0   44   40    0   17   27    0    0   76   32    0   58    0    0    0   26    0   67    0    0    0   40   36    0   79    0    0    0    0   62    0    0    0   56    0    0    0    7    0   66    0    0   49   32   16   37    0    0    0   47   65   71   29   87    0    0   40   13    0    0    0    0   22    0    0    0    0   54    0   33   47    0   56   68   74    0   76   55   81    0    0    0    0   58   50   53   76   36   41    0    0   76    0   50   51   43    0    0   55   44    6   63   80   58   53   54    0   46   31    0    0   34   71   14   33   25   27    0    0    0   58   59   52    0    0   41    0    0    1    0    0    0    0   28   76   34    0   58   69   55    0    0    0    0    0   47   17   11   54   59    0   16   27    0    0    0    0   45    0    0    0    0    0    0   74    0    0   71   55    0   36    0    0    0    0    0    0    0   34    0   46   30   45    0    0    0    0    2   41    0   61   25   39   76    0    0    0    0   18   39    0    0   51    0    0   11    0    0   24   46    0   80   44   59    0   69   52    0   74    0   28   75    0    0   31    0   35    0    0    0   43    0   50    0   30    0   61    0   15   46    0    0    0   37   20   64    0   63    0    0    0   56    0   27    0    0   57   38    0   32    0   50    0    0    0    0   63    0   84   77    0   73   62    0    0    0    0    0    0   56   58    0   48    0   44   12   40   66    0   47    0   48   61    0   30   75   51   43    0   33    0   30    0   34    1    0   46   43    0   13   61   27   29   53   67    0    0   52    0   74   35   45    0   48    0    0   69    0    0    0   76   85    0    0   53    0    0    0    0    0    0   63   62  101    0    0    0   42    0   50   75   61   51   53   28    0   42   26    0   41   61   65   56   39    0    0    0    0    0    0    0    0   53    0   30   27    0   61   40   43   51   18    0   38   54    0   24   82
   49    0   54   39   60    0   78    0    0   44   23    0    0    0    0    0    0    0    0    0   58    0    0   52   51    0    0    0    0    0   37   41   31   38    0    0   49    0    0    0    0   15    0    0    0   63   50   69   98    0    0    0    0   62    0    9   59   51    0   34   62   77   57   45   59    0   63    0    0    0   65    0   22    0   51    0   60   22   79    0    0    0    0   84   38    0   52   35    0   47    0    0    0    0   84   24   50   56   41    0   35    0   31   53   48   91   45   53    0    0    0   72    0   86   51    0   40   83   54   34    0    0   74    0    0    0    0   59   17   58   30    0    0   49    0   76   72   27    0   40   22    0   43    0   38   21   48   45   57   55    0   44    0    0    0   87   42    0    0    0   61   18    0    0    0    0   85    0    0    0   73    0   37   20    0    0    0    0   67   48   59    0   62    0    0   57    0    0   45    0    0    0    0    0    0   53   93   70   29    0  108    0   59   82   39    0   56   43   77   70   27   23    0    0   69    0    0    0    0    0    0   85    0   59    0    0    0    0   41   40   48   38   20    0    0   46   39    0    0    0   16   65    0   49   52   90   81   51   82    0   58    0   46    0    0   78   46    0    0   65    0    0    0    0   40    0   71   48   51   17   44   46   70   66    0    0   55   49    0   73    0    0    0    0   72   43    0    0    0   74    0    0   72   63    0    0   17    0    0    0    0    0   37    0   48    0   51   32    0   65   21    0   21   46   38   33   39    0   71    0   66   32    0   67   23    0    0    0   43    0   27   30   60   39    0   33    0   46    0    0    0   97   98    0    0   34   38    0    0   45   41   38    0   29    0   55   29   53    0    0    0    0    0   32    0    0   53   95   59    0    0    0    0   36    0    0   13    0    0    0   51    0    0    0    0    0    0   50    0   64   25   60    0    0    0    0    0   83   24   17   76    0   49    0   51    0   69    0    0   17    0    0   68    0    0    0   58   26    0    0   43   46    0   31    0   68   24    0   68    0   50    0    0   33    0    0   33    0   83   20    0    0   50    0    0   80    0   44   32    0   65    0   50   34    0   30   68    0    0    0    0    5   81   70    0   65   85   37   49    0   24    0    0   54    0   52   40    0    0   56   65    0    0   41   64   45   33    0   68   64    0    0    0   52   54   21   30   74    0    0
   71    0    0    0    0    0    0    0   64    0    0    0    0   55    0   45   52    0    0   80   50    0   61    0    0    0   46    0    0    0    0   43   44   56   15   36    0   74    0   51   54    0    0   57   49    0   72    0    0   28    0    0   17    0   54   40   39   46   29    0    0    3    0    0    0    0    0    0    0    0    0   55    0    0   33   18    0   64   30   42    0    0    0   36    0   38    8    0   64   33    0    0   71   31   87   36   49    1    0    0    0   49   53    0   52    0   95    0    0   69   75    0   62    0    0   82    0   63   27    0    0   13    0   58   42   11    0    6    0   42   52   72    0   63   41    0    0   54    0    0   23    0   56    1   19   30    0   29   66   53   51    0    0   25    0    0   61   24   61   32    0   55   46    0    0   35   71   49    0    0   79    0   33    0    0    0   67    0   46    0    0    0    0   65   45    0    0   18   18    0    0   36    0    0    0   54   62   14   54   44   62   17    0    0   39   43   39    0    0    0    0   50   37   44   53   75    0   79    0    0    0   68    0   16    0   70    0   54    0   38   82   24   87   27   48    0   45   39    0    0   45    0    0    0   52    0   25    0    0   51    0   21    0    0    0   51   33    0    0   45    0   19    0   31   85   49    0   63   62   62    0    0   39   59    0   38   43   81    0   76   33   52    0    0    0   54    0   92   47    0   35   49    0   36   31   54   32    0    0    0    0    0    0    0    0   92   25    0   49    0   59    0   20   41   39   75   53   40   49    0   70    0    0   64    0   93    0    0   29    0   44   39   95   28   68   67   20   28    0   28   41    0    0    0    0    0   25    0    0   47    0   77    0   53    0    0    0   34    0   83    0    0    0    0   35   67    0    0    0    0   77    9   82    0   37   70    0    0   55    0   60    0    0    0    0   31   53   34    0   40   57   45   52    0    0    0   27    0    0    0    0    0    0    0   50    0    0   77   46    0   89   71    0   90    0    0   72    0   61   97   82   62    0    0   26   55   55   75   66    0   32    0    0    0    0    0    0    0   81   47    0    0    0   48   36    0   44    0   90   48    0   69    0   18    1   57   43   40   41    0    0    0   72    0   48    0   76    0   53    0   41    0    0    0   44    0   30    0   46   63   44    0   55   28   60   45   28   31   24    0    0    0    0   55    0    0    0    0   44   84
   42    0    0   41   52   16    0   84    0   85   21    0    0   79    0    0   57   41    0    9   51    0   53    0    0   71    0   60    0    0    0    0   50   49   69    0   30    0    0   37    0    0    0   86   78    0   41   32   17    0   69   58    0    0   51   45   75    6    0   60    0   61   54   30   51    0    0   77    0    0   57   71    0    0    0    0    0    0    0   50    0   21    0    0    0    0    0    0    0   22    0   24   51   40   12    0    0    0    0   22    0   47    0    0   30   74   55    0    0   57   50    0    0    0    0   51    0    0   43    0   50   54   27   67    0   77   80    0    0   46   68    0    0   42   43   72    0    0   53   56    0    0    0    0   30    0    0    0    0    0   47    0   49    0   31   39    0    0    0   16   39   63   60    0    0    0    0   17    0   97   22   46   20    0    0    0    0    0    0    0    0    0    0    0   26   60   70   20    0    0   57   37    0    0    0    0    0   59   68   15   43   79   49    0    0    0    0   76    0    0    0    0   59   16    0    0   35    0    0   59    0   93    0    0    0    0    0   62    0    0   47    0    0    1   58   54    0    0   70   51   48    0   56   38  130   51   56   71   70    0   68   50   40    0    0    0   34    0    0    0    0    0   27    0    0   32    0   67   36   71   63    0    0   62   49   49   33    0   24    0   52    8    0   60   48   57   59    0    0   61   40   71    0    0   39    0   87    0   67   54    0   40   59    0    0    0   47   31    0    0    0   15   28    0   12   41    0    0    0   46    0   69    0    0    0    0   62    0   70   39   58    0   77   68    1    0   54   50    0   72    0    0   71    0   41    0   79    0    0   44   29   57    1    0   45    0   15   74   34   45    0   47    0    0   60   39   31    0    0   54   61    0    0    0   69    0   57    0    0   49   44   52    0    0   59    0    0   47   82   48    0   33    0   50   30   24    0    0    0   45   53   56   37   48   72   74    0   41   58    0    0   11    0   48   61   50    0   42   32    0   15    0   54    0    0   61   45   44    0   61    0    0   71    0    0    0    0   54    0   46   67   53   31   64    0    0    0    0    0    0   30    0    0    0    9    0    0   33   60   55   74    0   76   93    0    0    0   82   43   20   67    0   74    0   39    0   43    0    0    0    0    0    0    0   49   77   62   91   54    0   48   63    0    0   31    0    0   46    0    0
   39    0   43    0    0   37    0   74    0    0   66    0    0    0   66   47   20    0    0    0    0    0    0    0   30    6    0   38    0   40    0   33    0    0    0    0   34   62    0   33    0    0   38    0    0   65   45    0    0    0    0   56    0   24    0   63    0   41    0    0   50   74    0   67   41   56   93   26   47    0   19    0   42    0    0    0   48    0   79   45    0    0   65    0   62   43    0    0   21   86    0    0   63   30    0    0   45    0   37    0    0    0   50    0   39   66   65    0   71   39    0   70    0   39    0   55   86   67   32    0    0    0    0    0   54   10   73   30    0    0    0   42    0   31   68    0   59   39   33   54    0    0    0    0   73    0   82    0    0    0   79   63    0    0   61   89    0    0   21   39    0   73    0   62    0    0   39   88    0    0   69    0    0   75    0    0   55   61   59   67    0   59   57    0   44   81   53   26    0   22   60    0   37    0    0    0    0   56    0    0    0    0   93    1   80   51    0    0   96   40   66    0   25   62    0    0    0   54    0   23   62    0   94   82  106    0   53   60   75    0    0    0   36   56    0   35    0   51    0   70   64    0    0    0   73    0    0   71   30    0   92    0    0   50    0    0   31   74   11   12    0    0   46    0    0    0    0    0   51    0    0    0    0   70   48   47   41   67   51   43   28   83   82    0    0   67    0    0   59   15    0    0    0    0    0   44    0   11    0    0    0   50   80   58    0   23   29   74   71   29   76    0   31    0    0    0    0   73   27   33   40   40   43    0   84   52   14    3   29   40    0    0    0   70    0    0   45    0   54    0   19    0    0    0    0    0    0   60    0    0    0   52    0    0   73   62    0    0    0    0   37    0   46    0   55   30   46    0   22    0    0    0    0    0   48    0   41    0    0    0   52    0   39    0   71   58   54    0   55    0    0    0   39    0    0    0   36    0   73   31    0   51    0    0   53    0    0    0    0    0   34    0    0   45   54    0   52    0    0    0    0   45   50   74   30    0    0   63    0    0    0   26    0    0   17   35   73    0   73    0   73   35   50    0    0   97   26    0   51    0   30    0    0    0    0  101    0   15   36    0    0    0    0   26    0   64    0    0   45   48   71    0   65   76    0    0   25    0   94   32   47   36   51   32   66    0    0   39   43   38   19   56    0    0   27    0   32   83   84   60
   63   36    0   34   42    0    0    0   45    0   63    0   40    0    0    0    0   47    0    0    0   48   86   87    0   53    0    0    0   30   44   85    0    0    0    0   27    0    0   48   62   16    0   45    0    0   41   46    0    0   37    0   44   48   55    0   42    0    0    0    0    0   25    0   46    0    0    0    0   44   26   59    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   51    0   60    0    0    0   19    0   17    0    0   45    0   81    0    0    0    0    0    0   35   27   43    0    0    0   47    0    0   86    0   36   17    0    0   58   40    0   58   44    0    0    0    0   71   70   22   37   20    0   43    0   52    0    0   53    0   33   81   71    0    0   65   50    0   40    0    0   48    0   64    0    0    0    0    0    0   40   75    0   11    0    0   79    0    0   50    0    0    0   23    0   29   19   70    0    0    0    0   61   31   41    0    0    0   65    0   61    0    0    0   80   50    0   33    0   48   12   27   23   47   71    0   55   51    0    0   74    0    0   29    0   63    0    0    0   31    0    0   39   57    0    0   53    0   60    0   53    0    0   40   66   39    0    0    0    0    0    0    0   81   36   31   55    0   30    0    0    0   32    0    0    0    0    0   65   50   72   43   29    0    0   57    0    0   44   51    0    0    0   56    0    0   69    0    0   41    0    0   72    0   41   77   77   69   46   19    3   26   76   53   69    0    0   53    0   49    0    0    0    0   90    0    0   38   48    0    0    0   49   95    0   28    0   51   51   62    0   57    0    0   26   64    0   75    0   73   58    0    0   47    0   98    0   35   21    0    0    0    0    0    0    0   39    0    0    0    9   89   51    0    0    0   57   78    0    0   42    0    0   38   34   31    0    0    0   40    0   49   61    0   16    0   49    0   37   56    0    0   44    0   37    0    0    0    0   58   45   32    0   17    0    0    0    0   15    0   67    0    0   54    0   45   36    0   66    0    0    0   82    0   49    0    0   41   39    0    0    0   21    0   76   51    0    0   53   70    0    0   52   74    0    0   59    0    0   52   29    0    0    0   60    0   51    0   42    0   22    9   46    0   70   44    0    0   61   64    0    0    0    0   52   43   43   22    0    0    0    0    0   59   43    0    0    0   19   42    0    0    0    0   72   16    0    0    0   24    0   40    0    0   48    0
   83   33    0   69    0    0    0    0   77   12   16   75   30    0    0    0    0    0    0    0   29   21   47   52   38    0   33    0    0    0    0   51    0    0    0    0   76   48   53   45    0    0    0    0   24   24   12    0   29   47   40    0    0   56    0   40    0   76    0   31    0   67    0    0   34    0    0   76   78    0    0   35   26    0    0    0   46   32    0    0   35    0    0    1   76   41   45    8    0   49    0   41   47   20    0   59   47   55    0    0   67    0   52    0   60   17   65    0    0    0    0    0    0   61    0    0    0    0   64   62    0   25   93    0    0   34    1    0  111    0    0   56    0    0   47   58   53    0   25    0    0    0    0    0   36    0    0   38    0   49   66    0   54   42   43   57    0    0   54    0    0    0   69    0   30   20    0    0   31   76   10    0    0    0    0   53    0   43   42    0    0   50    0    0    0    0   22    4    0   79   70   17    0   47    0    0    0    0   32   48   47   66   48   43   69    0    0    0    0    0   25    0    0   18    0    0  109    0   15    0    0    0    0    0    0   68   76    0    0    0   73   53    0   28   46    0    0    0    0    0    0   56   44    0   54   65    0   27   47    0    0    0    0   56    0   43   19    0    0   23    0   47   83    0    0    0    0    0   55   15    0    0    0   44    0    8    0   44   46   55   77   30    0    0    0   53   48    0    0    0    0   69    0    0   19    0    0    0    0   62   68    0    0    0   22    0    0   63    0    0   54    0    0    0    0   53    0   73    0   69    0    0   21    0    0    0   43    0    0   35    0    0    0    0   61   38    0    0   48    0   36    0   32    0   60    0   53   46   35    0    0    0    0   53   59    0    0    0    0    0   34   69    0   54    0   56    0    0    0    0    0   51    0   63   58   54   58   35   66   41    0   58    0   74    0    0    0    0   68    0    0    0   70    0   56    0    0    0   71   26   69   70   37   47    0   35    0    0    0    0   45   52   45    0   69    0   67    0   71    0    0    0    0   60   74    0    0   51   22   52    0    0    0   56    0   30    0   43   49   77    0   58   56   32   83    0   46    0   24    0   12   34   27    0   51   43    0    0    0    0   86   96    0    0    0   39    0    0    0   60   83    0    0   63    0    0   21   41    0    0    0    0    0   26    0    0    0    0    0    0    0   46    7   49    0   48   55   42    0   62
    0   52   79   72   63    0   56   67   46   93    0   62    0   32    0    0   50   52   59    0   49   77   32   57   37   74    0    0    0   46   76    0    0   79   78    0   28   77   36    0   25    0   57    0   59   38   18   41    0    0    0    0    0    0   49   53    0   61    0   38   87   32    0   61   35    0   91    0   46    0   64    0   77   65    0   66    0   89    0    0   23    0   57    0   41    0   42    0   76   63    0    0   64   58   60   64   81    0    0   61    0   44   72   54   39   74    0    0   50   41   76    0    0    0    0    0    0   67   35    0    0   10    0   36    0    0    0    0    0   57   31   50   67    0   45    0   64    0    0    0    0   23    0   29    0   45   46    0    0    0   32    0    0   57    0    0    0    0   63    0    0   39   23   10   37   32   31   35    0    0    0    0    0    0    0    0   81   58    0    0    0   62    0    0   42   23    0    0   43   77   48    0    0    0   47    0   67    0    0    0   46   28   38    0    0   70    0   55    0    0   59   43    0   70   54    0   49   53    0   85    0    0    0    0   50   51    0    0   63   31    0    0    0    0   47    0    0    0    0   70   78  109    0   56    0    0    0    0   76    0    0   51    0    0   33   30    7    0    0   59   45   34    0    0   72   80    0   54    0    0   66    0    0   23   79   56   50   72    0    0   58    0   52    0   32    0    0    0    0    0    0   62  114   50    0    0    0   22   15    0   19    0   31    0    0    0   64    0   76   36   45    0    0   60   60    0   43   67   33   57   45    0    0   35    0    0   48   40    0   65    0   56    0    0   44    0   44   50    0    0   23    0    0   39   21    0    0   73   27   82   58    1    0    0    0    7   25   61   82    0   69   25    0   29   40   13    0   86   74    0    0    0    0    0   56    1   12    0   28   13    0    0   60    0    0   24   64    0   66   52    7   70    0    0   71   58   78   34    0    0    0    0    0   51    0   42   33   54    0    0    0    0    0   10    0   78   63   49   60    0   63   34   59    0   39    0    0   43    0    0    0    0    0    0    0   48   61   57    0   48   69   47   42   27   50    0    0   14   39   24    0    0   17    0   35   54    0   65    0   68    0   38    0   57   50   54    0    0    0   43    0    0    0   72   56   43   24   41    0   75   50   11   81    0    0   57   43    0    0   47    0   72    0   39    0   53    0   72   57   50
    0   46    0    0    0   40   63    0   68    0    0   61    0   61    0    0    0   57    0   39   21   62    0    0   76  107    1    0   21    0   65    0   61    0   37   48    0   43    0    0   60   55    0    0    0   55    0   10    0   61   82   67   69    0   63    0   73    0   46   63   48   57    0    0   54    0    0    0   38   51    0    0    0    0    0    0    0   44  106   27   56    0   19    0    0   66    0    0    0    0   48    0   46   33   46    0    0   40   65    0   79    0   88    0    0    0   43   80    0    0    0   37   88    0    0   34    0   31   30   12    0    0    0    0    0   60   68   84    0   82    0    0    0    0    0    0    0    0   63    0    0    0   65   51    0   46    0   53   54    0   45   53    0    0    0   40    0    0    0   51   83   72    0    0    0    0    0   62    0   32   52   11    0    0    0   31    0   51    0   26    0   75    0   63   34   69   49    0   68   53    0    0   48    0    0   34   68   74   61    0   55   23   46   48   82    0    0    0   19    0    0   74   60    0   41   23    0   85   75    0   61    0   47   54    0    0   31    0   62    0   77   66   33    0   61    0   57    0   28    0    0    0   56    0   62    0    0    0   53    0   72    0   74    0   42   49   38   41    0    0    0    0   22   61    0   42    0   41    0    0   35    0   41   56   57    0   69    0   49    0    0    0    0   66    0    0   53   38    0   56    0    0   25    0    0   89   30    0    0   78   43    0   38    0    0    0    0   78   32    0  116    0   80   31    0   34   62    0   91   26    0    0    0   35   50    0    0    0    0   50   69    0   82   71    0   73   71    0    0   27   54    0   79   63    0   42    0    0   49    0   47    0   52   56    0    0   69   76    0    0   28   74   59    0   83   50   41    0    0    0    0   71    0    0    0   61   41   21    0    0   37   33    0    3    0    0   32    0   46    0   31    0    0   51   65   48   45   66    0   27    0    0   40    0    0   56    0   72   48   56    0   45   43    0    0    0    0    0   59    0    0   70   95   21    0    0   36    0   52   47   23    0   33   44    0    0    0   40   10    0   47   69    0    0    0    0   71   17   57   30    0   65    0    0    0   49    0   62    0    0    0    0   75    0    0    1   42    0   42    0   36    0    0    0   76    0   46   22   65   60   37   21   35    0    0    0    0   59    0   39    0   65    0    0    0    0    0   57   65   33
